short_name,total
K. Drzazga,46.333333333333336
R. Tincu,46.333333333333336
Ian González,46.333333333333336
H. Bellman,46.333333333333336
O. Álvarez,46.333333333333336
L. Millar,46.333333333333336
V. Postolachi,46.333333333333336
S. Condé,46.333333333333336
D. Imbongo Boele,46.333333333333336
R. Moreo,46.333333333333336
L. Smith,46.333333333333336
E. Daci,46.333333333333336
U. Đerić,46.333333333333336
Paulao Junqueiras,46.333333333333336
Matheus Aias,46.333333333333336
R. Sila,46.333333333333336
L. Kambole,46.333333333333336
P. Hofmann,46.333333333333336
K. Machida,46.333333333333336
Jota Gonçalves,46.333333333333336
A. Youssef,46.333333333333336
Park Jung In,46.333333333333336
K. Andrić,46.333333333333336
N. Manzambi,46.333333333333336
R. Castillo,46.333333333333336
S. Nicholson,46.333333333333336
E. Ceide,46.333333333333336
C. Mina,46.333333333333336
F. Honda,46.333333333333336
K. Fujimoto,46.333333333333336
Fachendinho,46.333333333333336
M. Lacroix,46.333333333333336
N. Nurmi,46.333333333333336
N. Mileusnić,46.333333333333336
V. Yuel,46.333333333333336
S. Buș,46.333333333333336
A. Hasanally,46.333333333333336
I. Bråholm,46.333333333333336
O. Lancashire,46.333333333333336
C. Main,46.333333333333336
R. Healey,46.333333333333336
D. Corcoran,46.333333333333336
D. Oko,46.333333333333336
C. Maghoma,46.333333333333336
I. Gaponov,46.333333333333336
L. Waterfall,46.333333333333336
D. Ontuzans,46.333333333333336
B. Balaj,46.333333333333336
P. Phillips,46.333333333333336
F. Pons,46.333333333333336
J. Günther-Schmidt,46.333333333333336
S. Andersson,46.333333333333336
Iury,46.333333333333336
Nuha,46.333333333333336
M. Nishimoto,46.333333333333336
A. Marino,46.333333333333336
O. Bailey,46.333333333333336
S. Cosgrove,46.333333333333336
D. Drăguș,46.333333333333336
O. Atilgan,46.333333333333336
F. Durmishaj,46.333333333333336
M. Gebers,46.333333333333336
I. Diarra,46.333333333333336
I. Buckley-Ricketts,46.333333333333336
M. Nuhu,46.333333333333336
O. Mudrinski,46.333333333333336
A. Mendy,46.333333333333336
I. Jeraldino,46.333333333333336
J. Rivas,46.333333333333336
A. Dzabana,46.333333333333336
S. Payne,46.333333333333336
J. García,46.333333333333336
B. Gartland,46.333333333333336
A. Souda,46.333333333333336
E. Capradossi,46.333333333333336
G. Verón,46.333333333333336
G. Karlen,46.333333333333336
Oh Hyun Gyu,46.333333333333336
J. Quiñones,46.333333333333336
V. Drchal,46.333333333333336
J. Stanić,46.333333333333336
A. Gürleyen,46.333333333333336
V. van den Bogert,46.333333333333336
L. Gottwalt,46.333333333333336
F. Winther,46.333333333333336
M. Karlsen,46.333333333333336
P. Cappelluzzo,46.333333333333336
F. Platte,46.333333333333336
F. Pereyra,46.333333333333336
M. Præst,46.333333333333336
Zhou Bozhao,46.333333333333336
F. Luckeneder,46.333333333333336
Vasquão Junior,46.333333333333336
J. Turley,46.333333333333336
M. Olsen,46.333333333333336
T. Sabitzer,46.333333333333336
Fábio Silva,46.333333333333336
A. Russell,46.333333333333336
Wang Haijian,46.333333333333336
Park Yong Ji,46.333333333333336
J. Björkman,46.0
J. Hugonet,46.0
P. Diaw,46.0
M. Kusu,46.0
D. Undav,46.0
J. Pigott,46.0
V. Damașcan,46.0
L. Borri,46.0
M. Temp,46.0
K. Sierhuis,46.0
O. Thychosen,46.0
A. Said,46.0
M. Drennan,46.0
Z. Duncan,46.0
J. Baxter,46.0
S. Jamieson,46.0
A. Petre,46.0
L. Ruiz,46.0
K. Zohore,46.0
L. Green-Birch,46.0
L. Erwin,46.0
Sergio,46.0
Hwang Hyun Soo,46.0
D. McMillan,46.0
T. Sinclair,46.0
R. Piccoli,46.0
A. Moreno,46.0
A. Mikkelsen,46.0
C. Omoigui,46.0
M. Grösch,46.0
A. Sagna,46.0
J. Stott,46.0
E. Suliman,46.0
Kim Han Gil,46.0
B. Arapovic,46.0
Leandro Cardoso,46.0
T. Reithmeir,46.0
Y. Baret,46.0
T. Purrington,46.0
Prendes,46.0
O. Ünlüçifçi,46.0
Diogo Almeida,46.0
Ko Tae Won,46.0
K. Woolery,46.0
O. Villadsen,46.0
Liu Jing,46.0
R. Bowman,46.0
J. Parraguez,46.0
S. Gassama,46.0
R. Miranda,46.0
S. Wilson,46.0
S. Mugoša,46.0
L. Contin,46.0
M. Troonbeeckx,46.0
A. Garattoni,46.0
K. Rozmus,46.0
A. Angulo,46.0
P. Mukairu,46.0
J. Finnerty,46.0
J. Carbonero,46.0
P. Campos,46.0
S. Schwarz,46.0
S. Alic,46.0
K. Al Kaabi,46.0
M. Parra,46.0
Marcão,46.0
A. Madu,46.0
S. Nagasawa,46.0
R. Adebisi,46.0
F. Margiotta,46.0
J. Albert,46.0
M. Al Sharimi,46.0
S. Skålevik,46.0
W. Ponce,46.0
S. Makienok,46.0
H. Hopper,46.0
Liu Yi,46.0
L. Bradley,46.0
H. McKirdy,46.0
I. Sissoko,46.0
V. Kušej,46.0
L. Legge,46.0
M. Riquelme,46.0
B. Fernández,46.0
A. Konte,46.0
G. Deac,46.0
L. Fontanesi,46.0
V. Ozornwafor,46.0
Y. Ben El-Mhanni,46.0
P. Sané,46.0
R. Behounek,46.0
L. Brook,46.0
J. Löfgren,46.0
M. Svoboda,46.0
X. Amaechi,46.0
Liu Ruofan,46.0
M. Eisa,46.0
S. Johansen,46.0
A. Keita,46.0
L. Ríos,46.0
C. Strandberg,46.0
S. Hostikka,46.0
M. Knudsen,46.0
L. Edwards,46.0
A. Obando,46.0
Jin Seong Wook,46.0
J. McAtee,46.0
B. Graham,46.0
A. Cook,46.0
C. Rowan,45.666666666666664
R. Uldrikis,45.666666666666664
J. Riquett,45.666666666666664
Y. Fortune,45.666666666666664
A. Di Grazia,45.666666666666664
R. Coughlan,45.666666666666664
L. Colville,45.666666666666664
Zhang Wei,45.666666666666664
K. Behrens,45.666666666666664
B. Ngissah,45.666666666666664
S. Varas,45.666666666666664
J. Villalba,45.666666666666664
V. Gyökeres,45.666666666666664
T. Hilliard-Arce,45.666666666666664
R. Wikström,45.666666666666664
A. Camara,45.666666666666664
D. Liessens,45.666666666666664
A. de Jong,45.666666666666664
T. Thiele,45.666666666666664
Li Chenglong,45.666666666666664
C. Barrios,45.666666666666664
A. Al Khaibari,45.666666666666664
C. Amaya,45.666666666666664
Ji Xiaoxuan,45.666666666666664
J. Victoria,45.666666666666664
A. Mehmeti,45.666666666666664
R. Dadashov,45.666666666666664
A. Boroughbridge,45.666666666666664
L. Cuppone,45.666666666666664
Edu Espiau,45.666666666666664
F. Sgarbi,45.666666666666664
A. Bareiro,45.666666666666664
F. Al Tryes,45.666666666666664
D. Loader,45.666666666666664
D. Agyei,45.666666666666664
C. Pájaro,45.666666666666664
T. Rotter,45.666666666666664
L. Ospina,45.666666666666664
R. Akbari,45.666666666666664
S. Neurauter,45.666666666666664
A. Alsanati,45.666666666666664
P. Grauschopf,45.666666666666664
A. Seko,45.666666666666664
I. Niane,45.666666666666664
D. Hanslik,45.666666666666664
A. Galabinov,45.666666666666664
H. Smith,45.666666666666664
Sandro Lima,45.666666666666664
N. Alexandersson,45.666666666666664
T. Buhagiar,45.666666666666664
D. Collander,45.666666666666664
S. Mensah,45.666666666666664
L. Collins,45.666666666666664
S. Abdullah,45.666666666666664
G. Litteri,45.666666666666664
D. Politic,45.666666666666664
R. Brewster,45.666666666666664
S. Bauer,45.666666666666664
J. Starbuck,45.666666666666664
E. Jiménez,45.666666666666664
P. Šafranko,45.666666666666664
A. Linguet,45.666666666666664
K. Adedoyin,45.666666666666664
F. Colidio,45.666666666666664
R. Campbell-Gordon,45.666666666666664
M. Nazarit,45.666666666666664
M. Kiprit,45.666666666666664
M. Evouna,45.666666666666664
O. Akgün,45.666666666666664
R. Grecu,45.666666666666664
N. Mazzola,45.666666666666664
M. Bildøy,45.666666666666664
A. Pelvas,45.666666666666664
N. Bazan,45.666666666666664
D. Valencia,45.666666666666664
B. Kirdar,45.666666666666664
A. Ghareeb,45.666666666666664
I. Atanga,45.666666666666664
D. Udoh,45.666666666666664
M. Tall,45.666666666666664
A. Randell,45.666666666666664
C. Beardsley,45.666666666666664
Sergio Buenacasa,45.666666666666664
Marcelo Djaló,45.666666666666664
Lukian,45.666666666666664
J. Bainbridge,45.666666666666664
Hugo Duro,45.666666666666664
Yang Xu,45.666666666666664
Chris Ramos,45.666666666666664
M. Rouzies,45.666666666666664
S. Laitinen,45.666666666666664
X. Arreaga,45.666666666666664
J. Correa,45.666666666666664
B. Sarpong-Wiredu,45.666666666666664
Huang Cong,45.666666666666664
I. Šaponjić,45.666666666666664
G. Zakuani,45.666666666666664
R. Kehr,45.666666666666664
S. Pino,45.666666666666664
G. Vrioni,45.666666666666664
F. Greilinger,45.666666666666664
J. Nuttall,45.666666666666664
J. Romero,45.666666666666664
M. Boben,45.666666666666664
M. Vroman,45.666666666666664
K. Sadiki,45.666666666666664
Y. Otubanjo,45.666666666666664
B. Bida,45.666666666666664
L. Gordon,45.666666666666664
F. Melivilo,45.666666666666664
C. Wyke,45.666666666666664
V. Danale,45.666666666666664
C. Pepe,45.666666666666664
K. Jackson,45.666666666666664
A. Antunes,45.666666666666664
B. Njie,45.333333333333336
Gabri Salazar,45.333333333333336
M. Roman,45.333333333333336
Ballarin,45.333333333333336
B. Shabani,45.333333333333336
Raul Asencio,45.333333333333336
O. Hawsawi,45.333333333333336
R. Hepburn-Murphy,45.333333333333336
M. Skrzypczak,45.333333333333336
C. Găină,45.333333333333336
P. Okonkwo,45.333333333333336
F. Adi,45.333333333333336
Rubén López,45.333333333333336
A. Ueda,45.333333333333336
S. Lathouwers,45.333333333333336
O. Ashley,45.333333333333336
T. Nichols,45.333333333333336
N. Briasco,45.333333333333336
C. Tarragona,45.333333333333336
T. Davies,45.333333333333336
I. Bancé,45.333333333333336
O. Ademi,45.333333333333336
D. Cole,45.333333333333336
S. Todd,45.333333333333336
F. Cosenza,45.333333333333336
A. Mohammad,45.333333333333336
S. Grønli,45.333333333333336
C. Neguț,45.333333333333336
I. Bulos,45.333333333333336
Liu Yiming,45.333333333333336
J. McClelland,45.333333333333336
M. Mihalache,45.333333333333336
Y. Qasmi,45.333333333333336
C. Greger,45.333333333333336
R. Blanco,45.333333333333336
A. Sarr,45.333333333333336
J. Helliwell,45.333333333333336
F. Preston,45.333333333333336
L. Grabovac,45.333333333333336
R. Espejord,45.333333333333336
U. Bonnet,45.333333333333336
F. Ben Youssef,45.333333333333336
R. Williams,45.333333333333336
C. Bîrnoi,45.333333333333336
F. Solimando,45.333333333333336
D. Valencia,45.333333333333336
J. Yates,45.333333333333336
O. Sowunmi,45.333333333333336
A. Kubalas,45.333333333333336
H. Hansen,45.333333333333336
A. Pierre,45.333333333333336
R. Glatzel,45.333333333333336
A. Titi,45.333333333333336
T. Pawlson,45.333333333333336
S. Winnall,45.333333333333336
D. Revan,45.333333333333336
F. Barceló,45.333333333333336
A. Benga,45.333333333333336
H. Shoji,45.333333333333336
J. Scholz,45.333333333333336
K. Yoshino,45.333333333333336
P. Schmidt,45.333333333333336
M. Stefandl,45.333333333333336
J. Jiménez,45.333333333333336
Y. Bnou-Marzouk,45.333333333333336
J. Rengifo,45.333333333333336
M. Gómez,45.333333333333336
N. Sheron,45.333333333333336
B. Kimpioka,45.333333333333336
J. Olufsen,45.333333333333336
D. Wenzel-Halls,45.333333333333336
T. Elliott,45.333333333333336
C. Colmán,45.333333333333336
M. Zeroual,45.333333333333336
V. Bondar,45.333333333333336
J. García,45.333333333333336
R. Jayaraman,45.333333333333336
J. Curran,45.333333333333336
J. Stockley,45.333333333333336
M. Ferrier,45.333333333333336
V. Arboleda,45.333333333333336
K. Browne,45.333333333333336
L. Klemenz,45.333333333333336
Liu Le,45.333333333333336
C. Blackett-Taylor,45.333333333333336
F. Garcés,45.333333333333336
A. Pululu,45.333333333333336
G. Ray,45.333333333333336
W. Aimson,45.333333333333336
L. Lemoine,45.333333333333336
I. Ouédraogo,45.333333333333336
I. Díaz,45.333333333333336
S. McNamee,45.333333333333336
S. Sprečaković,45.333333333333336
G. Giakoumakis,45.333333333333336
Raphael Silva,45.333333333333336
M. Kolar,45.333333333333336
Ge Zhen,45.333333333333336
M. Ardemagni,45.0
U. Vasic,45.0
D. Diaw,45.0
M. Ndjoli,45.0
Danny Esteves,45.0
V. Vermeij,45.0
K. Rowles,45.0
M. Bogacz,45.0
M. Rodin,45.0
Han Hee Hoon,45.0
José Alonso,45.0
K. Junker,45.0
M. Iida,45.0
L. D'Arrigo,45.0
F. Hartmann,45.0
F. Barragán,45.0
J. Nietfeld,45.0
Douglas Tanque,45.0
S. Demhasaj,45.0
E. Guerrero,45.0
A. Al Saluli,45.0
G. Miller,45.0
E. Toal,45.0
T. Barbet,45.0
L. Jones,45.0
O. Abdeldjelil,45.0
V. Gembalies,45.0
K. Hattori,45.0
K. Struski,45.0
T. Alberti,45.0
Y. Ono,45.0
I. Salou,45.0
D. Fofana,45.0
K. Guessoum,45.0
J. García,45.0
P. Škuletić,45.0
K. Juraszek,45.0
M. Pato,45.0
N. Proschwitz,45.0
D. Sula,45.0
H. Marcelin,45.0
J. Schneider,45.0
V. Adeboyejo,45.0
K. Sugimori,45.0
A. Turgeman,45.0
T. Anderson,45.0
D. Hümmet,45.0
F. Piszczek,45.0
G. Walker,45.0
J. Stanisic,45.0
M. Malec,45.0
T. Lauritsen,45.0
G. MacKenzie,45.0
D. Ściślak,45.0
N. Datković,45.0
Fer Niño,45.0
G. Herrem,45.0
Rubén Sánchez,45.0
D. Poleon,45.0
H. Weydandt,45.0
C. Painter,45.0
E. Tweed,45.0
M. Mancosu,45.0
G. Weiß,45.0
M. Almeida,45.0
M. Erlić,45.0
N. Marthinussen,45.0
T. Eaves,45.0
F. Strauss,45.0
J. Gurrola,45.0
E. Cérica,45.0
Borja Lázaro,45.0
D. Lanius,45.0
F. Ladapo,45.0
F. Pangop,45.0
Toni Martínez,45.0
O. Rushfort,45.0
A. Sørensen,45.0
C. Masterson,45.0
M. Pink,45.0
A. Díaz,45.0
V. Prodell,45.0
S. Banza,45.0
P. Niyongabire,45.0
J. Reyes,45.0
A. Zreľák,45.0
A. Sayyadmanesh,45.0
K. Tshiembe,45.0
M. Feeney,45.0
N. Casale,45.0
P. Ayongo,45.0
A. Ramírez,44.666666666666664
B. Mendoza,44.666666666666664
S. Rentería,44.666666666666664
A. Favilli,44.666666666666664
A. Abrahamsson,44.666666666666664
D. Cortés,44.666666666666664
C. Pattison,44.666666666666664
K. Mouanga,44.666666666666664
Y. Kaiser,44.666666666666664
H. Offia,44.666666666666664
P. Hoppe,44.666666666666664
D. Stroh-Engel,44.666666666666664
M. Currarino,44.666666666666664
J. Hallam,44.666666666666664
J. Gómez,44.666666666666664
S. Seedorf,44.666666666666664
Z. Celar,44.666666666666664
L. Gibbens,44.666666666666664
M. Mihaiu,44.666666666666664
J. Koroma,44.666666666666664
T. Allen,44.666666666666664
W. Boyle,44.666666666666664
F. Kelleher,44.666666666666664
S. Kutschke,44.666666666666664
M. Frese,44.666666666666664
C. Richards,44.666666666666664
T. Schmitt,44.666666666666664
P. Sánchez,44.666666666666664
L. Strizzolo,44.666666666666664
D. Caddy,44.666666666666664
Gonçalo Gregório,44.666666666666664
K. Barker,44.666666666666664
Ricardo Schutte,44.666666666666664
K. Pogrebnyak,44.666666666666664
F. Ohandza,44.666666666666664
Júnior Brumado,44.666666666666664
V. Oliver,44.666666666666664
M. O'Sullivan,44.666666666666664
A. De Angelis,44.666666666666664
C. Quenum,44.666666666666664
D. Carr,44.666666666666664
K. van Veen,44.666666666666664
A. Kilgour,44.666666666666664
P. O'Connor,44.666666666666664
Carlos Mendes Gomes,44.666666666666664
Mésaque Djú,44.666666666666664
N. Blumberg,44.666666666666664
K. Garcia,44.666666666666664
J. Graham,44.666666666666664
D. Emmanouilidis,44.666666666666664
J. Morias,44.666666666666664
C. Stockton,44.666666666666664
B. Dione,44.666666666666664
C. Donaldson,44.666666666666664
D. Germinale,44.666666666666664
M. Obafemi,44.666666666666664
Y. Annor,44.666666666666664
S. Bakış,44.666666666666664
M. Fernandes,44.666666666666664
B. Morris,44.666666666666664
Wang Peng,44.666666666666664
Steven Prieto,44.666666666666664
G. Simeone,44.666666666666664
A. Riel,44.666666666666664
Zhou Xin,44.666666666666664
Lucas Rodrigues,44.666666666666664
K. Moreno,44.666666666666664
Y. Toyoda,44.666666666666664
J. Dixon,44.666666666666664
Willy,44.666666666666664
F. Langsdorf,44.666666666666664
R. Minor,44.666666666666664
Wen Jiabao,44.666666666666664
T. Hopper,44.666666666666664
A. Pinamonti,44.666666666666664
T. Charters,44.666666666666664
J. Riquelme,44.666666666666664
E. Bullaude,44.666666666666664
T. Sandoval,44.666666666666664
W. Omsberg,44.666666666666664
J. Meiser,44.666666666666664
N. Wähling,44.666666666666664
R. Slevin,44.666666666666664
O. Zawada,44.666666666666664
A. Novakovich,44.666666666666664
R. Crișan,44.666666666666664
R. Griffiths,44.666666666666664
K. Kinoshita,44.666666666666664
M. McCrudden,44.666666666666664
K. Pagliuca,44.666666666666664
T. McNamee,44.666666666666664
G. Wild,44.666666666666664
Wei Zhen,44.666666666666664
N. Perry,44.666666666666664
E. Simms,44.666666666666664
A. Wright,44.666666666666664
J. Swaby-Neavin,44.666666666666664
F. Ciampichetti,44.666666666666664
D. Miljanović,44.666666666666664
M. Suzuki,44.666666666666664
Liu Guobo,44.666666666666664
M. Kiilerich,44.666666666666664
P. Sabbag,44.666666666666664
Y. Amankwah,44.666666666666664
A. Samuel,44.666666666666664
F. Krüger,44.666666666666664
Cassiano,44.666666666666664
A. Williams,44.666666666666664
R. Nartey,44.666666666666664
T. Mabasa,44.666666666666664
D. Enomoto,44.666666666666664
K. Tagawa,44.666666666666664
R. López,44.333333333333336
P. Pierzchała,44.333333333333336
M. Andersson,44.333333333333336
K. Cannavò,44.333333333333336
J. Perbet,44.333333333333336
S. Chihadeh,44.333333333333336
R. Bidounga,44.333333333333336
G. Reilly,44.333333333333336
P. Owusu,44.333333333333336
H. Pernía,44.333333333333336
J. Hancott,44.333333333333336
F. Godoy,44.333333333333336
A. Corban,44.333333333333336
C. Monschein,44.333333333333336
J. Kraus,44.333333333333336
T. Nkada,44.333333333333336
B. Albayrak,44.333333333333336
J. Verhoek,44.333333333333336
A. Kiwomya,44.333333333333336
M. Talabidi,44.333333333333336
P. Costea,44.333333333333336
M. Centurión,44.333333333333336
C. Heath,44.333333333333336
W. Aouachria,44.333333333333336
M. Djitté,44.333333333333336
O. Gastrell,44.333333333333336
N. Awuku,44.333333333333336
E. Gumbs,44.333333333333336
W. Horlison,44.333333333333336
M. Schultz,44.333333333333336
S. Yatéké,44.333333333333336
D. Parkhouse,44.333333333333336
José Gomes,44.333333333333336
E. Ferigra,44.333333333333336
Yang Yihu,44.333333333333336
C. Cooke,44.333333333333336
Osman Junior,44.333333333333336
K. Osigwe,44.333333333333336
A. Gigovic,44.333333333333336
D. Butterworth,44.333333333333336
S. Maholli,44.333333333333336
Diogo Acosta,44.333333333333336
A. Roczen,44.333333333333336
G. Azzinnari,44.333333333333336
C. Țîră,44.333333333333336
L. Zottele,44.333333333333336
G. Bellodi,44.333333333333336
V. Ghiță,44.333333333333336
R. Moldoveanu,44.333333333333336
M. Phaeton,44.333333333333336
M. Godden,44.333333333333336
Yan Zihao,44.333333333333336
S. Chabbi,44.333333333333336
F. Pierrot,44.333333333333336
P. Mullins,44.333333333333336
A. Badji,44.333333333333336
T. Cissokho,44.333333333333336
G. Beretta,44.333333333333336
J. Gesien,44.333333333333336
E. Kamsoba,44.333333333333336
R. Busset,44.333333333333336
Simón Moreno,44.333333333333336
L. Kitching,44.333333333333336
J. Alabi,44.333333333333336
S. Kilyén,44.333333333333336
Miguel Ángel,44.333333333333336
M. Tchokounté,44.333333333333336
T. Konrad,44.333333333333336
M. Akçay,44.333333333333336
T. Cordner,44.333333333333336
H. Al Geed,44.333333333333336
D. Moreno,44.333333333333336
A. Ceesay,44.333333333333336
J. Arias,44.333333333333336
H. Kyprianou,44.333333333333336
Li Shenglong,44.333333333333336
Miguel Ángel,44.333333333333336
Kim Do Hyung,44.333333333333336
B. Baajaj,44.333333333333336
R. Johansen,44.333333333333336
B. Girth,44.333333333333336
F. Hornby,44.0
R. Schlegel,44.0
J. Rivera,44.0
J. Mlakar,44.0
Simy,44.0
L. Norris,44.0
Y. Roemer,44.0
P. Webber,44.0
M. Jørgensen,44.0
Sun Guowen,44.0
I. Miller,44.0
Carlos Kevin,44.0
Y. Letard,44.0
M. Bauer,44.0
L. Galicia,44.0
Claudio,44.0
T. Odusina,44.0
A. Dovbyk,44.0
M. Nawrocki,44.0
Kim Ji Hyun,44.0
E. Chilufya,44.0
S. Mamba,44.0
A. Farid,44.0
A. Maldonado,44.0
F. Jäkel,44.0
A. Gaich,44.0
K. Yeboah,44.0
J. Martinez,44.0
S. Kreyer,44.0
N. Niemann,44.0
K. Çelik,44.0
Fabio,44.0
I. Tarasov,44.0
L. Stojsavljević,44.0
A. Kecskés,44.0
L. Gilboy,44.0
N. Hoffmann,44.0
A. Pitu,44.0
A. Wilbraham,44.0
M. Majrashi,44.0
F. Al Ghashayan,44.0
C. Bishop,44.0
Y. Yakovenko,44.0
C. Beck,44.0
T. Knöll,44.0
D. James,44.0
A. Al Obud,44.0
D. Keane,44.0
R. Fujimura,44.0
Ju Jong Dae,44.0
J. Vargas,44.0
U. Nayir,44.0
J. Pask,44.0
M. Toye,44.0
J. McNerney,44.0
Lim Jae Hyeok,44.0
O. Patrick,44.0
A. Kampetsis,44.0
N. Anspach,44.0
R. Hreniuc,44.0
M. Rohr,44.0
N. Geertsen,44.0
D. Burns,44.0
R. Deprem,44.0
A. Celli,44.0
Yang Shuai,44.0
Kim Jung Ho,44.0
S. Kavrazlı,44.0
R. Peña,44.0
S. Surridge,44.0
R. Hove,44.0
C. Larin,44.0
S. Ganvoula,44.0
Ye Chugui,44.0
M. Tumminello,44.0
Zhou Xiao,44.0
N. D'Agostino,44.0
E. Tia,44.0
A. Bella-Kotchap,44.0
A. Gero,44.0
M. Kokos,44.0
Nguyen Cong Phuong,44.0
Marcos Isla,44.0
A. Jakubiak,44.0
K. Trewin,44.0
M. Özvardar,44.0
A. Adam,44.0
M. Ziereis,44.0
S. Ohlsson,44.0
Ronan,44.0
Jiang Minwen,44.0
J. Gelhardt,43.666666666666664
A. Gnanduillet,43.666666666666664
R. Sawakami,43.666666666666664
C. Tovar,43.666666666666664
N. Bresciani,43.666666666666664
Song Ju Hun,43.666666666666664
T. Lillevold Johnsen,43.666666666666664
Jo Yong Jae,43.666666666666664
A. Camigliano,43.666666666666664
M. Larsen,43.666666666666664
J. Ogedi-Uzokwe,43.666666666666664
D. Thøgersen,43.666666666666664
J. Tauriainen,43.666666666666664
N. Malić,43.666666666666664
Kim Bo Seop,43.666666666666664
L. Vaca,43.666666666666664
J. Blyth,43.666666666666664
M. Nakajima,43.666666666666664
H. Camara,43.666666666666664
M. Harrold,43.666666666666664
L. Fierro,43.666666666666664
E. Maanane,43.666666666666664
L. Langhans,43.666666666666664
C. Breadner,43.666666666666664
P. Klimala,43.666666666666664
P. Slišković,43.666666666666664
J. Sweeney,43.666666666666664
N. Zdichynec,43.666666666666664
M. Gueye,43.666666666666664
K. Kelly,43.666666666666664
D. Balanyuk,43.666666666666664
Alexandre Pimenta,43.666666666666664
M. Nadé,43.666666666666664
L. Gagliano,43.666666666666664
M. Eid,43.666666666666664
R. König,43.666666666666664
Y. Merah,43.666666666666664
I. Núñez,43.666666666666664
J. Hamilton,43.666666666666664
Kim Young Bin,43.666666666666664
J. Ryan,43.666666666666664
João Pedro,43.666666666666664
A. Jakupović,43.666666666666664
P. Langlois,43.666666666666664
R. Menayese,43.666666666666664
T. Yamaguchi,43.666666666666664
F. Bilbija,43.666666666666664
S. Sefil,43.666666666666664
M. Collins,43.666666666666664
H. Wright,43.666666666666664
W. Ali,43.666666666666664
Oh In-Pyo,43.666666666666664
M. Peck,43.666666666666664
N. Bannis,43.666666666666664
M. Geran,43.666666666666664
M. Anbo,43.666666666666664
T. Väyrynen,43.666666666666664
G. Mhango,43.666666666666664
G. Nilsson,43.666666666666664
Yang Boyu,43.666666666666664
J. Strand Larsen,43.666666666666664
E. Huth,43.666666666666664
J. Coulson,43.666666666666664
I. Sekigawa,43.666666666666664
M. Richards,43.666666666666664
Leonardo Rocha,43.666666666666664
S. Karweina,43.666666666666664
A. Doughty,43.666666666666664
M. Kumbulla,43.666666666666664
M. Al Shudukhi,43.666666666666664
C. Hendry,43.666666666666664
R. Ache,43.666666666666664
O. Al Jadaani,43.666666666666664
B. Horton,43.666666666666664
E. Carratala Jimenez,43.666666666666664
G. Blackwood,43.666666666666664
R. Stewart,43.666666666666664
M. Ando,43.666666666666664
A. Akinola,43.333333333333336
Kim Woo Suk,43.333333333333336
K. Wootton,43.333333333333336
M. Al Nakhli,43.333333333333336
S. Jørgensen,43.333333333333336
T. Johnson,43.333333333333336
W. Togui,43.333333333333336
M. Valiente,43.333333333333336
Urko Vera,43.333333333333336
S. Bajic,43.333333333333336
O. Vojić,43.333333333333336
M. Ošs,43.333333333333336
J. Ferreira,43.333333333333336
F. Puntoriere,43.333333333333336
S. Liseth,43.333333333333336
A. Niangbo,43.333333333333336
M. Skenderović,43.333333333333336
M. Donato,43.333333333333336
S. Sané,43.333333333333336
R. Renteria,43.333333333333336
L. Nequecaur,43.333333333333336
J. Ingham,43.333333333333336
M. Mølvadgaard,43.333333333333336
C. Fara,43.333333333333336
C. Gormley,43.333333333333336
A. Doğan,43.333333333333336
A. Papazoglou,43.333333333333336
S. Al Shehri,43.333333333333336
A. Sokol,43.333333333333336
Rubén Enri,43.333333333333336
K. Isa,43.333333333333336
Kim Tae Hwan,43.333333333333336
H. Veerman,43.333333333333336
L. Buchanan,43.333333333333336
D. Walters,43.333333333333336
A. Collins,43.333333333333336
V. Stojanovski,43.333333333333336
P. Pyrdoł,43.333333333333336
A. Di Nardo,43.333333333333336
N. Allievi,43.333333333333336
J. Handl,43.333333333333336
M. Al Burayh,43.333333333333336
C. Brym,43.333333333333336
V. Pinson,43.333333333333336
Jiang Jihong,43.333333333333336
D. Obbekjær,43.333333333333336
H. Al Eissa,43.333333333333336
M. Perg,43.333333333333336
A. Dallas,43.333333333333336
J. Debrah,43.333333333333336
M. Pfeifer,43.333333333333336
S. Mölders,43.333333333333336
C. Konan,43.333333333333336
S. Nombe,43.333333333333336
S. Tasdemir,43.333333333333336
K. Tokura,43.333333333333336
A. Baun,43.333333333333336
R. Grego-Cox,43.333333333333336
Su Yuanjie,43.333333333333336
A. Çelebi,43.333333333333336
S. Mulattieri,43.333333333333336
J. Collins,43.333333333333336
C. Malley,43.333333333333336
B. Mathis,43.333333333333336
J. Clarke-Harris,43.333333333333336
E. Azemović,43.333333333333336
M. Kwietniewski,43.333333333333336
R. Dadashov,43.333333333333336
H. Moussaki,43.333333333333336
N. Havenaar,43.0
A. Oteh,43.0
D. Carrasco,43.0
W. Cuero,43.0
B. Hadžić,43.0
M. Barnes,43.0
A. Abdu,43.0
M. Platt,43.0
J. Tucker,43.0
J. Kristoffersen,43.0
J. van Benthem,43.0
P. Ouaneh,43.0
S. Sama,43.0
M. Wintzheimer,43.0
K. Ademi,43.0
N. Farrugia,43.0
Y. Tunç,43.0
O. Palmer,43.0
A. Daghim,43.0
Y. Omar,43.0
R. Hardie,43.0
D. Leverock,43.0
R. Tulloch,43.0
B. Yaméogo,43.0
A. Ratajczyk,43.0
J. Kamiński,43.0
J. Cox,43.0
B. Eizenchart,43.0
H. Hope,43.0
M. Simonovski,43.0
C. Vernam,43.0
M. Bilate,43.0
M. Sagaf,43.0
